carat,cut,color,clarity,depth,table,price,x,y,z,volume,cut_rk,color_rk,clarity_rk
0.51,Ideal,D,SI1,61.9,54.0,1569,5.14,5.2,3.19,85.26,1,1,6
0.51,Ideal,D,SI1,62.0,55.0,1553,5.11,5.15,3.18,83.69,1,1,6
1.52,Good,I,SI1,64.0,58.0,9129,7.2,7.27,4.63,242.35,4,6,6
1.7,Good,I,SI1,59.3,58.0,10796,7.72,7.77,4.59,275.33,4,6,6
1.52,Premium,I,SI1,61.9,58.0,8477,7.37,7.42,4.58,250.46,2,6,6
0.36,Good,D,SI1,63.1,55.0,663,4.54,4.59,2.88,60.02,4,1,6
0.51,Ideal,D,SI1,61.8,55.0,1574,5.15,5.11,3.17,83.42,1,1,6
1.01,Good,I,SI1,64.1,59.0,3676,6.24,6.21,3.99,154.61,4,6,6
0.51,Ideal,D,SI1,62.9,57.0,1574,5.12,5.09,3.21,83.66,1,1,6
1.22,Ideal,I,SI1,61.7,57.0,5602,6.91,6.86,4.25,201.46,1,6,6
0.51,Good,D,SI1,64.0,58.0,1255,5.03,5.06,3.23,82.21,4,1,6
0.51,Ideal,D,SI1,61.7,55.0,1569,5.11,5.16,3.17,83.59,1,1,6
1.26,Premium,I,SI1,60.9,58.0,5504,6.99,6.94,4.24,205.68,2,6,6
1.21,Premium,I,SI1,62.3,59.0,5556,6.81,6.77,4.23,195.02,2,6,6
0.31,Good,I,SI1,63.8,55.0,523,4.34,4.31,2.76,51.63,4,6,6
1.06,Ideal,I,SI1,62.8,56.0,4333,6.52,6.47,4.08,172.11,1,6,6
1.17,Good,I,SI1,60.0,64.0,4586,6.91,6.83,4.12,194.44,4,6,6
0.56,Ideal,D,SI1,62.3,57.0,1578,5.24,5.26,3.27,90.13,1,1,6
0.54,Good,D,SI1,57.9,60.0,1767,5.36,5.39,3.11,89.85,4,1,6
1.01,Good,D,SI1,63.9,60.0,5055,6.29,6.32,4.03,160.2,4,1,6
1.98,Ideal,I,SI1,62.6,55.0,14581,8.04,8.1,5.05,328.88,1,6,6
1.01,Good,D,SI1,63.9,61.0,5055,6.28,6.31,4.02,159.3,4,1,6
1.01,Good,D,SI1,63.9,62.0,5055,6.25,6.31,4.01,158.14,4,1,6
0.55,Very Good,I,SI1,63.6,57.0,1149,5.15,5.19,3.29,87.94,3,6,6
1.5,Good,I,SI1,63.1,54.0,8258,7.31,7.34,4.62,247.89,4,6,6
1.01,Good,D,SI1,63.9,61.0,5147,6.31,6.28,4.02,159.3,4,1,6
0.43,Good,D,SI1,63.8,55.0,993,4.8,4.79,3.06,70.36,4,1,6
1.01,Good,D,SI1,63.9,62.0,5147,6.31,6.25,4.01,158.14,4,1,6
1.09,Ideal,I,SI1,61.9,55.0,5486,6.66,6.62,4.11,181.21,1,6,6
2.03,Ideal,I,SI1,62.6,55.0,14548,8.06,8.11,5.06,330.75,1,6,6
0.52,Ideal,D,SI1,61.2,57.0,1429,5.18,5.22,3.18,85.99,1,1,6
0.52,Ideal,D,SI1,62.2,54.0,1429,5.14,5.18,3.21,85.47,1,1,6
0.51,Ideal,D,SI1,61.0,56.0,1431,5.15,5.17,3.15,83.87,1,1,6
0.51,Ideal,D,SI1,61.5,56.0,1431,5.15,5.16,3.17,84.24,1,1,6
0.35,Good,I,SI1,63.6,56.0,472,4.5,4.53,2.87,58.5,4,6,6
0.4,Ideal,I,SI1,61.2,55.0,692,4.77,4.8,2.93,67.09,1,6,6
0.32,Very Good,I,SI1,62.4,58.0,388,4.42,4.46,2.77,54.61,3,6,6
0.37,Ideal,D,SI1,61.5,57.0,681,4.6,4.63,2.84,60.49,1,1,6
0.3,Good,I,SI1,63.5,57.0,394,4.24,4.26,2.7,48.77,4,6,6
0.9,Good,D,SI1,61.1,62.0,4362,6.2,6.24,3.8,147.01,4,1,6
2.01,Ideal,I,SI1,61.9,56.0,14558,8.16,8.08,5.03,331.64,1,6,6
0.3,Good,I,SI1,63.8,57.0,394,4.19,4.27,2.7,48.31,4,6,6
0.54,Good,D,SI1,63.7,57.0,1310,5.22,5.14,3.3,88.54,4,1,6
2.15,Ideal,I,SI1,62.5,57.0,14534,8.2,8.16,5.11,341.92,1,6,6
0.5,Good,D,SI1,63.9,56.0,1257,5.02,4.93,3.18,78.7,4,1,6
2.01,Ideal,I,SI1,62.3,58.0,14540,8.06,8.02,5.01,323.85,1,6,6
1.01,Good,D,SI1,63.9,60.0,5147,6.32,6.29,4.03,160.2,4,1,6
0.7,Ideal,I,SI1,62.6,56.0,2187,5.66,5.69,3.55,114.33,1,6,6
2.03,Ideal,I,SI1,62.9,57.0,15291,8.06,8.02,5.06,327.08,1,6,6
1.98,Ideal,I,SI1,61.5,55.0,14581,8.04,8.13,4.97,324.87,1,6,6
1.52,Premium,I,SI1,61.2,60.0,8521,7.41,7.36,4.52,246.51,2,6,6
0.4,Ideal,D,SI1,62.5,55.0,950,4.73,4.71,2.95,65.72,1,1,6
0.91,Good,I,SI1,64.0,58.0,2348,6.01,5.99,3.84,138.24,4,6,6
1.2,Ideal,I,SI1,60.1,56.0,5578,6.9,6.84,4.13,194.92,1,6,6
0.71,Very Good,I,SI1,62.6,59.0,2218,5.67,5.7,3.56,115.06,3,6,6
0.71,Ideal,I,SI1,61.9,56.0,2178,5.7,5.73,3.54,115.62,1,6,6
0.31,Good,D,SI1,63.8,57.0,533,4.29,4.33,2.75,51.08,4,1,6
2.18,Ideal,I,SI1,61.2,56.0,15646,8.39,8.51,5.17,369.13,1,6,6
0.4,Good,D,SI1,60.3,61.0,667,4.74,4.78,2.87,65.03,4,1,6
1.22,Premium,I,SI1,62.7,58.0,5602,6.83,6.8,4.27,198.32,2,6,6
1.0,Good,D,SI1,60.4,64.0,5096,6.39,6.3,3.83,154.18,4,1,6
0.55,Ideal,D,SI1,62.1,56.0,1571,5.21,5.25,3.25,88.9,1,1,6
0.5,Ideal,D,SI1,61.4,58.0,1415,5.07,5.1,3.12,80.67,1,1,6
0.31,Ideal,D,SI1,61.8,57.0,684,4.37,4.33,2.69,50.9,1,1,6
0.88,Good,I,SI1,60.2,64.0,2558,6.18,6.22,3.73,143.38,4,6,6
0.91,Good,D,SI1,64.6,58.0,4265,6.02,6.12,3.92,144.42,4,1,6
1.03,Fair,I,SI1,57.4,61.0,3892,6.67,6.71,3.84,171.86,5,6,6
1.51,Fair,D,SI1,64.1,60.0,9293,7.18,7.11,4.58,233.81,5,1,6
0.41,Ideal,D,SI1,61.9,55.0,744,4.77,4.8,2.96,67.77,1,1,6
0.41,Ideal,D,SI1,63.0,53.0,744,4.74,4.79,3.0,68.11,1,1,6
0.41,Ideal,D,SI1,60.5,57.0,744,4.81,4.85,2.92,68.12,1,1,6
2.03,Premium,I,SI1,61.2,58.0,16787,8.21,8.16,5.01,335.64,2,6,6
2.01,Ideal,I,SI1,62.9,55.0,12606,8.07,8.0,5.05,326.03,1,6,6
0.92,Premium,I,SI1,62.9,60.0,3190,6.18,6.13,3.87,146.61,2,6,6
1.03,Fair,D,SI1,64.4,61.0,4845,6.33,6.25,4.05,160.23,5,1,6
1.01,Fair,D,SI1,64.6,60.0,4751,6.12,6.08,3.94,146.61,5,1,6
1.0,Fair,D,SI1,66.3,58.0,4704,6.15,6.04,4.04,150.07,5,1,6
1.0,Fair,D,SI1,64.9,59.0,4704,6.2,6.13,4.0,152.02,5,1,6
1.0,Fair,D,SI1,65.9,54.0,4704,6.24,6.2,4.1,158.62,5,1,6
0.71,Fair,D,SI1,66.3,56.0,2372,5.61,5.49,3.68,113.34,5,1,6
0.7,Fair,D,SI1,66.5,55.0,2339,5.51,5.47,3.65,110.01,5,1,6
2.0,Fair,I,SI1,65.9,60.0,13764,7.8,7.73,5.12,308.71,5,6,6
0.71,Fair,D,SI1,65.1,59.0,2352,5.59,5.56,3.63,112.82,5,1,6
0.7,Fair,D,SI1,64.9,64.0,2352,5.57,5.5,3.59,109.98,5,1,6
0.7,Fair,D,SI1,66.2,57.0,2550,5.56,5.41,3.63,109.19,5,1,6
0.3,Ideal,I,SI1,62.2,57.0,506,4.27,4.25,2.65,48.09,1,6,6
0.8,Premium,I,SI1,60.9,60.0,2507,6.01,5.95,3.64,130.16,2,6,6
0.3,Ideal,I,SI1,61.3,56.0,506,4.33,4.32,2.65,49.57,1,6,6
1.7,Premium,I,SI1,59.8,59.0,7797,7.72,7.7,4.61,274.04,2,6,6
1.22,Fair,I,SI1,66.2,60.0,4099,6.61,6.56,4.36,189.06,5,6,6
0.9,Fair,D,SI1,65.7,65.0,3751,6.06,5.94,3.94,141.83,5,1,6
1.6,Premium,I,SI1,60.3,59.0,8808,7.56,7.61,4.57,262.92,2,6,6
0.51,Fair,D,SI1,65.2,55.0,1304,5.05,5.01,3.28,82.99,5,1,6
0.34,Ideal,D,SI1,62.0,55.0,750,4.53,4.5,2.8,57.08,1,1,6
0.52,Ideal,I,SI1,61.8,54.0,950,5.17,5.19,3.2,85.86,1,6,6
0.73,Fair,D,SI1,64.5,56.0,2539,5.7,5.65,3.66,117.87,5,1,6
1.01,Fair,D,SI1,63.5,58.0,4751,6.35,6.25,4.0,158.75,5,1,6
2.01,Ideal,I,SI1,62.4,54.0,12617,8.04,7.96,5.0,319.99,1,6,6
0.9,Premium,I,SI1,60.9,56.0,2947,6.26,6.21,3.8,147.72,2,6,6
0.9,Fair,D,SI1,66.4,59.0,3382,5.97,5.92,3.95,139.6,5,1,6
0.75,Fair,D,SI1,65.1,57.0,2376,5.64,5.6,3.66,115.6,5,1,6
0.4,Ideal,I,SI1,62.2,55.0,654,4.72,4.77,2.95,66.42,1,6,6
2.11,Ideal,I,SI1,62.0,55.0,15282,8.23,8.18,5.09,342.67,1,6,6
2.01,Ideal,I,SI1,62.3,57.0,15680,8.04,8.08,5.02,326.12,1,6,6
0.76,Very Good,I,SI1,57.5,62.0,2316,6.03,6.08,3.48,127.59,3,6,6
0.51,Ideal,D,SI1,61.6,56.0,1569,5.1,5.12,3.15,82.25,1,1,6
0.33,Ideal,I,SI1,62.7,56.0,445,4.4,4.44,2.77,54.11,1,6,6
0.51,Ideal,D,SI1,61.8,55.0,1569,5.14,5.18,3.19,84.93,1,1,6
0.4,Good,I,SI1,63.9,57.0,765,4.7,4.66,2.99,65.49,4,6,6
1.2,Premium,I,SI1,61.1,58.0,5510,6.88,6.8,4.18,195.56,2,6,6
1.2,Premium,I,SI1,60.7,59.0,5510,6.9,6.87,4.18,198.14,2,6,6
2.01,Premium,I,SI1,61.3,60.0,11646,8.09,8.05,4.95,322.37,2,6,6
1.08,Ideal,I,SI1,61.4,57.0,4355,6.67,6.62,4.08,180.15,1,6,6
0.9,Very Good,I,SI1,61.7,58.0,3274,6.17,6.21,3.82,146.37,3,6,6
0.33,Ideal,I,SI1,61.5,57.0,445,4.46,4.49,2.75,55.07,1,6,6
1.32,Ideal,I,SI1,61.7,56.0,5544,7.11,7.05,4.37,219.05,1,6,6
1.21,Premium,I,SI1,60.6,56.0,5556,6.97,6.89,4.2,201.7,2,6,6
0.71,Ideal,I,SI1,61.7,55.0,2255,5.74,5.77,3.55,117.58,1,6,6
0.42,Ideal,D,SI1,62.1,54.0,761,4.84,4.86,3.01,70.8,1,1,6
2.2,Ideal,I,SI1,61.7,55.0,17895,8.37,8.41,5.18,364.63,1,6,6
2.01,Ideal,I,SI1,62.2,56.0,15116,8.12,8.06,5.03,329.2,1,6,6
0.53,Ideal,D,SI1,62.0,57.0,1566,5.19,5.23,3.23,87.67,1,1,6
1.01,Fair,D,SI1,66.9,54.0,4751,6.25,6.21,4.17,161.85,5,1,6
1.22,Ideal,I,SI1,60.8,57.0,5602,6.95,6.89,4.21,201.6,1,6,6
1.14,Ideal,I,SI1,62.3,58.0,5469,6.65,6.7,4.16,185.35,1,6,6
2.03,Ideal,I,SI1,61.8,57.0,15272,8.07,8.14,5.01,329.11,1,6,6
1.01,Ideal,I,SI1,62.2,56.0,4316,6.35,6.42,3.97,161.84,1,6,6
1.24,Premium,I,SI1,60.4,58.0,5555,7.02,6.95,4.22,205.89,2,6,6
0.91,Good,D,SI1,64.0,58.0,3796,6.06,6.09,3.89,143.56,4,1,6
2.0,Ideal,I,SI1,62.8,56.0,15258,8.04,7.95,5.02,320.87,1,6,6
1.06,Ideal,I,SI1,62.2,56.0,4313,6.49,6.53,4.05,171.64,1,6,6
1.5,Good,I,SI1,64.2,56.0,7207,7.25,7.14,4.62,239.15,4,6,6
1.63,Good,I,SI1,63.7,58.0,9730,7.48,7.4,4.74,262.37,4,6,6
0.5,Ideal,D,SI1,60.9,57.0,1563,5.11,5.13,3.12,81.79,1,1,6
1.71,Good,D,SI1,64.1,59.0,14426,7.51,7.46,4.8,268.92,4,1,6
0.32,Premium,I,SI1,59.9,61.0,540,4.47,4.44,2.67,52.99,2,6,6
0.53,Ideal,D,SI1,62.3,56.0,1566,5.15,5.18,3.22,85.9,1,1,6
0.7,Good,I,SI1,64.3,57.0,2142,5.63,5.59,3.61,113.61,4,6,6
1.51,Very Good,H,SI1,58.5,59.0,9464,7.48,7.6,4.41,250.7,3,5,6
0.31,Good,D,SI1,63.3,59.0,502,4.24,4.29,2.7,49.11,4,1,6
0.81,Ideal,I,SI1,61.3,56.0,3097,6.23,6.27,3.83,149.61,1,6,6
0.5,Ideal,D,SI1,62.7,57.0,1272,5.06,5.08,3.18,81.74,1,1,6
0.75,Good,D,SI1,63.6,58.0,3078,5.65,5.77,3.63,118.34,4,1,6
1.02,Good,D,SI1,56.9,62.0,4948,6.64,6.69,3.79,168.36,4,1,6
1.22,Premium,I,SI1,61.3,58.0,5602,6.94,6.9,4.24,203.04,2,6,6
1.0,Good,D,SI1,64.9,53.0,5469,6.27,6.3,4.08,161.16,4,1,6
1.23,Good,I,SI1,60.7,61.0,6165,6.91,6.93,4.2,201.12,4,6,6
0.41,Good,D,SI1,63.4,55.0,738,4.68,4.72,2.98,65.83,4,1,6
2.02,Premium,I,SI1,62.5,59.0,16191,8.05,8.01,5.02,323.69,2,6,6
0.41,Good,D,SI1,63.2,57.0,738,4.73,4.77,3.0,67.69,4,1,6
1.5,Premium,I,SI1,61.8,58.0,8580,7.26,7.3,4.5,238.49,2,6,6
0.73,Ideal,I,SI1,62.0,56.0,2234,5.8,5.75,3.58,119.39,1,6,6
0.41,Good,D,SI1,63.3,55.0,738,4.74,4.77,3.01,68.06,4,1,6
0.41,Good,D,SI1,63.8,56.0,738,4.68,4.72,3.0,66.27,4,1,6
2.04,Ideal,I,SI1,60.0,60.0,15308,8.3,8.26,4.97,340.73,1,6,6
1.02,Ideal,I,SI1,61.3,56.0,4455,6.52,6.47,3.98,167.89,1,6,6
0.33,Ideal,D,SI1,61.3,56.0,780,4.46,4.44,2.73,54.06,1,1,6
0.35,Good,D,SI1,57.7,60.0,739,4.69,4.64,2.69,58.54,4,1,6
0.9,Very Good,I,SI1,61.4,55.0,3271,6.19,6.28,3.83,148.88,3,6,6
1.2,Ideal,I,SI1,62.3,53.0,5694,6.8,6.85,4.25,197.96,1,6,6
0.3,Ideal,I,SI1,60.4,59.0,439,4.33,4.35,2.62,49.35,1,6,6
1.11,Ideal,I,SI1,62.4,55.0,4273,6.6,6.64,4.13,180.99,1,6,6
1.0,Good,D,SI1,63.8,53.0,4928,6.35,6.4,4.07,165.4,4,1,6
0.3,Good,D,SI1,63.8,57.0,709,4.29,4.27,2.73,50.01,4,1,6
0.32,Premium,I,SI1,61.6,61.0,540,4.4,4.36,2.7,51.8,2,6,6
1.01,Good,D,SI1,64.1,60.0,4909,6.3,6.27,4.03,159.19,4,1,6
2.02,Ideal,I,SI1,62.3,57.0,15785,8.07,8.11,5.04,329.86,1,6,6
1.2,Ideal,I,SI1,62.2,57.0,4368,6.8,6.77,4.22,194.27,1,6,6
0.41,Ideal,D,SI1,63.0,57.0,920,4.7,4.64,2.94,64.12,1,1,6
0.32,Premium,I,SI1,61.1,59.0,540,4.42,4.38,2.69,52.08,2,6,6
1.19,Ideal,I,SI1,62.3,55.0,5690,6.8,6.82,4.24,196.63,1,6,6
0.41,Good,D,SI1,63.1,57.0,717,4.68,4.73,2.97,65.75,4,1,6
0.71,Ideal,I,SI1,62.5,57.0,2218,5.69,5.74,3.57,116.6,1,6,6
1.01,Good,D,SI1,62.9,57.0,4977,6.34,6.37,4.0,161.54,4,1,6
0.41,Good,D,SI1,63.2,58.0,738,4.72,4.77,3.0,67.54,4,1,6
1.18,Ideal,I,SI1,61.5,56.0,5378,6.77,6.82,4.18,193.0,1,6,6
0.4,Good,D,SI1,63.1,57.0,720,4.69,4.73,2.97,65.89,4,1,6
0.82,Ideal,I,SI1,61.8,55.0,2959,6.0,6.03,3.72,134.59,1,6,6
2.0,Ideal,I,SI1,62.9,59.0,15218,8.08,7.95,5.05,324.39,1,6,6
0.33,Good,D,SI1,63.1,55.0,567,4.42,4.46,2.8,55.2,4,1,6
0.33,Good,D,SI1,63.1,55.0,567,4.38,4.4,2.77,53.38,4,1,6
1.2,Ideal,I,SI1,61.8,56.0,5412,6.77,6.8,4.19,192.89,1,6,6
2.17,Ideal,I,SI1,60.7,57.0,17747,8.38,8.42,5.1,359.85,1,6,6
2.04,Good,D,SI1,61.9,60.0,18468,8.15,8.11,5.03,332.47,4,1,6
1.2,Ideal,I,SI1,62.6,58.0,5376,6.74,6.71,4.21,190.4,1,6,6
0.32,Ideal,D,SI1,59.3,55.0,756,4.53,4.51,2.68,54.75,1,1,6
0.32,Ideal,D,SI1,59.6,57.0,756,4.47,4.42,2.65,52.36,1,1,6
0.32,Ideal,D,SI1,61.4,57.0,756,4.42,4.41,2.71,52.82,1,1,6
1.2,Ideal,I,SI1,63.5,61.0,5376,6.75,6.71,4.27,193.4,1,6,6
1.02,Very Good,I,SI1,62.9,58.0,3927,6.36,6.42,4.02,164.14,3,6,6
0.32,Ideal,D,SI1,60.9,56.0,756,4.43,4.4,2.69,52.43,1,1,6
0.32,Ideal,D,SI1,61.5,56.0,756,4.42,4.39,2.71,52.58,1,1,6
0.32,Ideal,D,SI1,61.3,55.0,756,4.42,4.39,2.7,52.39,1,1,6
0.33,Ideal,I,SI1,61.5,57.0,572,4.49,4.46,2.75,55.07,1,6,6
1.27,Ideal,I,SI1,62.4,56.0,5690,6.95,6.9,4.32,207.17,1,6,6
1.1,Good,I,SI1,63.7,59.0,4497,6.56,6.5,4.16,177.38,4,6,6
1.01,Good,D,SI1,57.6,60.0,5501,6.59,6.64,3.81,166.72,4,1,6
0.4,Good,D,SI1,63.1,61.0,720,4.67,4.71,2.96,65.11,4,1,6
0.92,Ideal,I,SI1,61.7,56.0,4457,6.2,6.23,3.83,147.94,1,6,6
1.22,Ideal,I,SI1,60.2,58.0,5807,6.96,6.9,4.17,200.26,1,6,6
1.14,Good,I,SI1,63.9,58.0,3639,6.64,6.6,4.23,185.38,4,6,6
0.33,Ideal,I,SI1,62.7,56.0,572,4.44,4.4,2.77,54.11,1,6,6
1.51,Good,I,SI1,63.7,61.0,8245,7.15,7.11,4.54,230.8,4,6,6
1.2,Ideal,I,SI1,60.3,56.0,5763,6.87,6.97,4.17,199.68,1,6,6
1.91,Premium,I,SI1,59.6,60.0,13092,8.02,7.98,4.77,305.28,2,6,6
1.0,Good,I,SI1,57.6,61.0,3640,6.56,6.52,3.77,161.25,4,6,6
1.22,Ideal,I,SI1,60.2,57.0,5807,6.99,6.93,4.19,202.97,1,6,6
0.92,Very Good,I,SI1,63.7,58.0,3345,6.12,6.18,3.92,148.26,3,6,6
0.33,Good,I,SI1,63.6,57.0,572,4.42,4.39,2.8,54.33,4,6,6
1.5,Good,I,SI1,61.1,63.0,8254,7.27,7.34,4.46,237.99,4,6,6
0.42,Good,D,SI1,63.3,58.0,735,4.73,4.75,3.0,67.4,4,1,6
0.59,Good,D,SI1,63.7,56.0,1694,5.32,5.35,3.4,96.77,4,1,6
1.24,Ideal,I,SI1,62.1,56.0,5797,6.84,6.88,4.26,200.47,1,6,6
0.9,Good,D,SI1,62.0,62.0,4187,6.06,6.1,3.77,139.36,4,1,6
0.82,Premium,I,SI1,62.6,57.0,2405,5.98,5.94,3.73,132.49,2,6,6
1.04,Very Good,H,SI1,63.1,58.0,4316,6.43,6.37,4.04,165.47,3,5,6
0.71,Good,I,SI1,60.0,64.0,1651,5.71,5.79,3.45,114.06,4,6,6
0.9,Good,D,SI1,63.6,63.0,3755,6.03,6.07,3.85,140.92,4,1,6
1.2,Ideal,I,SI1,61.8,56.0,5510,6.8,6.77,4.19,192.89,1,6,6
0.41,Good,I,SI1,63.8,57.0,784,4.7,4.67,2.99,65.63,4,6,6
1.01,Very Good,I,SI1,62.0,58.0,3832,6.43,6.47,4.0,166.41,3,6,6
1.51,Good,I,SI1,63.9,59.0,9069,7.18,7.26,4.61,240.3,4,6,6
0.71,Good,I,SI1,63.6,63.0,1651,5.61,5.64,3.58,113.27,4,6,6
0.47,Good,D,SI1,63.8,59.0,987,4.9,4.88,3.12,74.61,4,1,6
0.7,Good,I,SI1,63.8,57.0,2142,5.66,5.63,3.6,114.72,4,6,6
0.92,Very Good,I,SI1,63.3,58.0,3323,6.18,6.14,3.9,147.99,3,6,6
0.93,Ideal,I,SI1,62.0,57.0,2917,6.22,6.26,3.87,150.69,1,6,6
0.74,Very Good,I,SI1,63.8,58.0,2352,5.72,5.76,3.66,120.59,3,6,6
0.41,Ideal,D,SI1,61.8,58.0,1399,4.73,4.79,2.94,66.61,1,1,6
0.5,Good,D,SI1,57.2,60.0,1235,5.25,5.2,2.99,81.63,4,1,6
0.93,Good,D,SI1,63.8,59.0,3812,6.21,6.15,3.94,150.47,4,1,6
0.31,Ideal,D,SI1,61.2,57.0,684,4.38,4.34,2.67,50.75,1,1,6
0.31,Ideal,D,SI1,62.5,53.0,684,4.37,4.34,2.72,51.59,1,1,6
0.31,Ideal,D,SI1,62.0,56.0,684,4.39,4.35,2.71,51.75,1,1,6
0.78,Very Good,I,SI1,63.5,57.0,2348,5.79,5.86,3.7,125.54,3,6,6
0.7,Very Good,I,SI1,62.8,59.0,1763,5.63,5.67,3.55,113.32,3,6,6
0.71,Ideal,I,SI1,61.4,56.0,2255,5.73,5.77,3.53,116.71,1,6,6
1.0,Good,D,SI1,64.3,62.0,4312,6.18,6.13,3.96,150.02,4,1,6
0.88,Good,I,SI1,60.2,64.0,2581,6.22,6.18,3.73,143.38,4,6,6
1.63,Good,I,SI1,63.7,58.0,9556,7.4,7.48,4.74,262.37,4,6,6
0.76,Very Good,I,SI1,62.0,56.0,2352,5.81,5.84,3.61,122.49,3,6,6
0.91,Good,D,SI1,64.0,58.0,3730,6.09,6.06,3.89,143.56,4,1,6
0.9,Good,D,SI1,64.1,56.0,3755,6.04,6.07,3.88,142.25,4,1,6
1.51,Good,I,SI1,63.9,59.0,9234,7.26,7.18,4.61,240.3,4,6,6
1.27,Premium,I,SI1,60.9,59.0,5588,6.94,6.99,4.24,205.68,2,6,6
0.31,Ideal,I,SI1,61.3,55.0,395,4.39,4.42,2.7,52.39,1,6,6
0.54,Good,D,SI1,63.7,57.0,1263,5.22,5.14,3.3,88.54,4,1,6
0.41,Good,D,SI1,63.8,56.0,947,4.72,4.68,3.0,66.27,4,1,6
1.24,Ideal,I,SI1,62.1,56.0,5902,6.88,6.84,4.26,200.47,1,6,6
0.5,Good,D,SI1,64.1,56.0,1235,5.03,4.98,3.21,80.41,4,1,6
0.5,Good,D,SI1,63.7,57.0,1235,5.01,4.94,3.17,78.46,4,1,6
0.9,Good,D,SI1,63.8,58.0,4193,6.09,6.13,3.9,145.59,4,1,6
0.33,Good,I,SI1,63.6,53.0,557,4.43,4.4,2.81,54.77,4,6,6
1.01,Ideal,I,SI1,60.2,59.0,4241,6.54,6.49,3.92,166.38,1,6,6
0.59,Very Good,I,SI1,62.8,59.0,1109,5.34,5.36,3.36,96.17,3,6,6
0.4,Good,D,SI1,63.5,55.0,720,4.67,4.72,2.98,65.69,4,1,6
0.37,Good,D,SI1,63.7,55.0,681,4.55,4.59,2.91,60.77,4,1,6
0.3,Ideal,D,SI1,61.8,56.0,508,4.31,4.33,2.67,49.83,1,1,6
0.35,Ideal,D,SI1,61.5,56.0,780,4.54,4.57,2.8,58.09,1,1,6
0.8,Ideal,I,SI1,59.4,58.0,2927,6.07,6.09,3.61,133.45,1,6,6
0.35,Ideal,D,SI1,61.1,56.0,780,4.55,4.59,2.79,58.27,1,1,6
0.33,Ideal,D,SI1,62.5,54.0,780,4.44,4.43,2.77,54.48,1,1,6
0.33,Ideal,D,SI1,62.8,56.0,780,4.43,4.39,2.77,53.87,1,1,6
0.33,Ideal,D,SI1,62.7,55.0,780,4.44,4.4,2.77,54.11,1,1,6
0.33,Ideal,D,SI1,62.4,54.0,780,4.44,4.41,2.76,54.04,1,1,6
0.7,Good,I,SI1,63.6,61.0,2142,5.63,5.59,3.57,112.35,4,6,6
0.33,Ideal,D,SI1,62.8,55.0,780,4.45,4.41,2.78,54.56,1,1,6
1.02,Good,D,SI1,63.5,61.0,5497,6.27,6.35,4.01,159.66,4,1,6
1.2,Good,I,SI1,63.1,58.0,4752,6.66,6.72,4.22,188.87,4,6,6
1.51,Good,I,SI1,63.7,58.0,8313,7.22,7.26,4.61,241.64,4,6,6
1.06,Ideal,I,SI1,61.8,55.0,5697,6.54,6.57,4.04,173.59,1,6,6
0.4,Good,D,SI1,63.6,57.0,924,4.7,4.67,2.98,65.41,4,1,6
0.5,Good,D,SI1,63.9,56.0,1210,5.02,4.93,3.18,78.7,4,1,6
1.04,Ideal,I,SI1,61.7,57.0,4344,6.49,6.54,4.02,170.63,1,6,6
0.5,Ideal,D,SI1,62.0,54.0,1404,5.09,5.13,3.17,82.77,1,1,6
0.51,Ideal,D,SI1,60.6,57.0,1403,5.15,5.18,3.13,83.5,1,1,6
0.75,Premium,I,SI1,62.7,61.0,2142,5.75,5.71,3.59,117.87,2,6,6
0.74,Ideal,I,SI1,62.0,53.0,2229,5.83,5.84,3.62,123.25,1,6,6
1.51,Good,I,SI1,63.9,63.0,7365,7.2,7.17,4.59,236.95,4,6,6
0.9,Good,D,SI1,63.2,55.0,4381,6.1,6.14,3.87,144.95,4,1,6
0.9,Good,D,SI1,63.3,57.0,4381,6.07,6.12,3.86,143.39,4,1,6
2.01,Premium,I,SI1,61.0,60.0,12617,8.16,8.11,4.96,328.24,2,6,6
0.9,Good,D,SI1,63.5,57.0,4381,6.11,6.15,3.89,146.17,4,1,6
1.23,Ideal,I,SI1,62.1,58.0,5600,6.82,6.86,4.25,198.84,1,6,6
1.51,Good,I,SI1,63.9,63.0,7233,7.17,7.2,4.59,236.95,4,6,6
0.3,Ideal,D,SI1,61.3,57.0,670,4.34,4.37,2.67,50.64,1,1,6
2.11,Ideal,I,SI1,61.0,57.0,15486,8.37,8.29,5.08,352.49,1,6,6
0.71,Good,I,SI1,59.9,65.0,2165,5.71,5.74,3.43,112.42,4,6,6
1.5,Premium,H,SI1,58.8,59.0,9697,7.53,7.47,4.41,248.06,2,5,6
1.5,Premium,H,SI1,62.4,58.0,9697,7.33,7.28,4.56,243.33,2,5,6
1.5,Ideal,H,SI1,62.0,55.0,10989,7.29,7.34,4.54,242.93,1,5,6
1.0,Ideal,D,SI1,60.6,56.0,5775,6.5,6.54,3.95,167.91,1,1,6
0.7,Very Good,H,SI1,60.4,61.0,2296,5.68,5.77,3.46,113.4,3,5,6
1.72,Premium,H,SI1,62.4,62.0,12696,7.63,7.52,4.73,271.4,2,5,6
1.2,Premium,H,SI1,62.9,55.0,5975,6.77,6.74,4.25,193.93,2,5,6
1.83,Premium,H,SI1,60.4,59.0,10162,7.89,7.85,4.75,294.2,2,5,6
0.31,Ideal,D,SI1,62.4,53.0,571,4.33,4.35,2.71,51.04,1,1,6
